Food_Name,Ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region
Galouti Kebab,"mutton, spices, ghee",non vegetarian,30,20,spicy,starter,Uttar Pradesh,North
Ghevar,"flour, ghee, sugar syrup",vegetarian,30,25,sweet,dessert,Rajasthan,North
Ghugni,"yellow peas, mustard oil, spices",vegetarian,20,30,spicy,snack,West Bengal,East
Gobi Manchurian,"cauliflower, capsicum, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Gobi Paratha,"cauliflower, whole wheat flour, butter, spices",vegetarian,25,20,savory,breakfast,Punjab,North
Groundnut Chutney,"peanut, fresh coconut,  green chilies, mustard seeds",vegetarian,10,5,spicy,side dish,Karnataka,South
Groundnut Halwa,"peanut, milk, sugar, ghee",vegetarian ,15,30,Sweet ,dessert,Tamil Nadu,South
Groundnut Rice,"Cooked rice, peanut, dried red chilies, asafoetida",vegetarian,15,15,spicy,main course,Karnataka,South
Gujiya,"flour, ghee, khoya, sugar",vegetarian,25,20,sweet,dessert,Uttar Pradesh,North
Gulab Jamun,"khoya, flour, sugar syrup, milk",vegetarian,25,20,sweet,dessert,Uttar Pradesh,North
Hesaru Bele Kosambari,"moong dal, cucumber, coconut, coriander",vegetarian,15,0,mild,salad,Karnataka,South
Hesaru Bele Payasa,"moong dal, jaggery, coconut milk, cardamom",vegetarian,15,30,sweet,dessert,Karnataka,South
Holige,"lentils, ghee, jaggery, flour",vegetarian,30,30,sweet,main course,Karnataka,South
Holige,"chana dal, jaggery, flour, ghee",vegetarian,30,30,sweet,main course,Karnataka,South
Ilish Paturi,"fish, mustard paste, banana leaf, spices",non vegetarian,25,20,spicy,main course,West Bengal,East
Indori Poha,"Flattened rice, peanut, sev, fennel seeds",vegetarian ,10,15,sweet,breakfast ,Madhya Pradesh ,Central
Jhal Muri,"Puffed rice, peanut, onion, cucumber",vegetarian ,10,0,spicy ,snack ,West Bengal ,East
Jhinge Posto,"ridge gourd, mustard oil, poppy seeds",vegetarian,15,20,savory,main course,West Bengal,East
Kada Prasad,"whole wheat flour, ghee, sugar",vegetarian,15,25,sweet,dessert,Punjab,North
Kadai Paneer,"paneer, onion, capsicum, milk",vegetarian,20,25,spicy,main course,Punjab,North
Kadai Paneer,"paneer, onion, capsicum, tomato",vegetarian,20,25,spicy,main course,Punjab,North
Kakarakaya Fry,"bitter gourd, onion, spices",vegetarian,15,20,spicy,side dish,Andhra Pradesh,South
Kakarakaya Kura,"bitter gourd, onion, tomato, spices",vegetarian,20,25,spicy,main course,Andhra Pradesh,South
Kakarakaya Pulusu,"bitter gourd, tamarind, jaggery, spices",vegetarian,20,25,tangy,main course,Andhra Pradesh,South
Kakarakaya Vepudu,"bitter gourd, onion, chili, spices",vegetarian,15,20,spicy,side dish,Andhra Pradesh,South
Kalakand,"milk, paneer, sugar, cardamom powder",vegetarian,20,30,sweet,dessert,Uttar Pradesh,North
Kalakki,"egg, pepper, butter, spices",non vegetarian,10,10,savory,breakfast,Tamil Nadu,South
Kanda Poha,"Flattened rice, peanut, onion, lemon juice",vegetarian ,10,15,spicy ,breakfast,Maharashtra, West
Karanji,"flour, ghee, coconut, sugar",vegetarian,25,20,sweet,snack,Maharashtra,West
Karela Besan Sabzi,"bitter gourd, gram flour, spices",vegetarian,15,25,spicy,main course,Rajasthan,North
Karela Bhaji,"bitter gourd, onion, spices",vegetarian,10,20,bitter,side dish,Maharashtra,West
Karela Chips,"bitter gourd, oil, salt",vegetarian,15,15,salty,snack,Kerala,South
Karela Chutney,"bitter gourd, tamarind, chili",vegetarian,15,15,tangy,side dish,Andhra Pradesh,South
Karela Curry,"bitter gourd, onion, tomato, spices",vegetarian,15,25,spicy,main course,Karnataka,South
Karela Fry,"bitter gourd, onion, turmeric, spices",vegetarian,10,20,bitter,side dish,Uttar Pradesh,North
Karela Masala,"bitter gourd, tomato, onion, spices",vegetarian,15,25,spicy,main course,Delhi,North
Karela Nu Shaak,"bitter gourd, jaggery, spices",vegetarian,15,25,bitter,main course,Gujarat,West
Karela Onion Fry,"bitter gourd, onion, spices",vegetarian,10,20,bitter,side dish,Uttar Pradesh,North
Karela Pachadi,"bitter gourd, yogurt, coconut",vegetarian,15,15,mild,side dish,Kerala,South
Karela Pakora,"bitter gourd, gram flour, spices",vegetarian,15,15,spicy,snack,Punjab,North
Karela Pickle,"bitter gourd, mustard oil, spices",vegetarian,20,20,tangy,side dish,Punjab,North
Karela Pitla,"bitter gourd, gram flour, spices",vegetarian,15,20,spicy,main course,Maharashtra,West
Karela Poriyal,"bitter gourd, coconut, mustard seeds",vegetarian,15,20,mild,side dish,Tamil Nadu,South
Karela Sabzi,"bitter gourd, onion, spices",vegetarian,15,25,bitter,main course,Rajasthan,North
Karela Thepla,"bitter gourd, wheat flour, spices",vegetarian,20,15,savory,breakfast,Gujarat,West
Karela Thoran,"bitter gourd, coconut, curry leaves",vegetarian,15,20,mild,side dish,Kerala,South
Kashmiri Pulao,"Basmati rice, almond, cashew, ghee",vegetarian ,15,30,sweet ,main course ,Kashmir ,North
Kasundi Fish Fry,"fish, mustard, breadcrumbs, spices",non vegetarian,20,15,spicy,starter,West Bengal,East
Keema Kaleji,"mutton, liver, onion, spices",non vegetarian,25,40,spicy,main course,Maharashtra,West
Kesar Pista Kulfi,"milk, sugar, saffron, pistachio",vegetarian,20,40,sweet,dessert,Uttar Pradesh,North
Kesari Bath,"semolina, ghee, sugar, saffron",vegetarian,10,20,sweet,dessert,Karnataka,South
Khaja,"flour, ghee, sugar syrup",vegetarian,25,25,sweet,dessert,Bihar,East
Khara Pongal,"rice, moong dal, ghee, cumin",vegetarian,15,25,savory,breakfast,Karnataka,South
Khara Pongal,"moong dal, rice, pepper, ghee",vegetarian,15,25,savory,breakfast,Karnataka,South
Kharoli Chicken,"chicken, mustard oil, spices",non vegetarian,25,35,spicy,main course,Assam,Northeast
Kheer,"rice, milk, sugar, cardamom powder",vegetarian,10,40,sweet,dessert,Uttar Pradesh,North
Khoya Barfi,"khoya, milk, ghee, cardamom powder",vegetarian,20,25,sweet,dessert,Uttar Pradesh,North
Kolkata Chicken Biryani,"chicken, rice, potato, spices",non vegetarian,30,45,spicy,main course,West Bengal,East
Kolkata Mutton Biryani,"mutton, rice, potato, spices",non vegetarian,35,75,spicy,main course,West Bengal,East
Koshimbir,"Cucumber, peanut, yogurt, coriander leaves",vegetarian ,10,0,mild,salad ,Maharashtra, West
Kulfi,"milk, sugar, cardamom powder, saffron",vegetarian,20,40,sweet,dessert,Uttar Pradesh,North
Kumro Chhokka,"pumpkin, mustard seeds, spices",vegetarian,15,25,sweet,main course,West Bengal,East
Labra,"mustard, mixed vegetables, panch phoron",vegetarian,20,30,savory,main course,West Bengal,East
Lachha Paratha,"whole wheat flour, butter, salt",vegetarian,20,20,savory,bread,Punjab,North
Lapsi,"broken wheat, ghee, jaggery",vegetarian,15,30,sweet,dessert,Gujarat,West
Lassi,"yogurt, milk, cardamom powder",vegetarian,10,0,sweet,beverage,Punjab,North
Lau Ghonto,"bottle gourd, mustard oil, spices",vegetarian,20,25,savory,main course,West Bengal,East
Lemon Rice with Peanuts,"Rice, peanut, lemon juice, curry leaves",vegetarian ,10,15,tangy ,main course,Tamil Nadu,South
Lucknowi Mutton Biryani,"mutton, rice, saffron, spices",non vegetarian,35,75,spicy,main course,Uttar Pradesh,North
Machha Besara,"fish, mustard, vegetables, spices",non vegetarian,20,30,spicy,main course,Odisha,East
Machher Jhol,"fish, potato, tomato, mustard oil",non vegetarian,20,30,spicy,main course,West Bengal,East
Machher Kalia,"fish, onion, tomato, yogurt",non vegetarian,25,35,spicy,main course,West Bengal,East
Magaj,"gram flour, ghee, sugar",vegetarian,15,25,sweet,dessert,Gujarat,West
Makha Sandesh,"chhena, ghee, sugar",vegetarian,15,10,sweet,dessert,West Bengal,East
Makki Di Roti with White Butter,"maize flour, butter, salt, milk",vegetarian,15,20,savory,main course,Punjab,North
Makki Ki Roti,"maize flour, butter, salt",vegetarian,15,20,savory,bread,Punjab,North
Malabar Chicken Biryani,"chicken, rice, spices, ghee",non vegetarian,30,45,spicy,main course,Kerala,South
Malabar Mutton Biryani,"mutton, rice, spices, ghee",non vegetarian,35,75,spicy,main course,Kerala,South
Malai Kofta,"Paneer, potato, almond,  tomato gravy",vegetarian ,30,40,spicy,main course,Punjab,North
Malai Kofta,"paneer, potato, milk, tomato gravy",vegetarian,30,40,spicy,main course,Punjab,North
Malai Paneer,"paneer, cream, butter, milk.",vegetarian,15,25,mild,main course,Punjab,North
Malpua,"flour, milk, ghee, sugar syrup",vegetarian,20,25,sweet,dessert,Rajasthan,North
Mango Lassi,"mango, yogurt, sugar, milk",vegetarian,10,0,sweet,beverage,Punjab,North
Masala Avalakki,"Flattened rice, peanut,  green chilies, turmeric powder",vegetarian ,10,15,spicy,breakfast ,Karnataka,South
Masala Omelette,"egg, onion, green chili, spices",non vegetarian,10,10,spicy,breakfast,Maharashtra,West
Masala Pav,"pav bread, butter, onion, tomato",vegetarian,15,15,spicy,snack,Maharashtra,West
Masala Peanuts,"peanut, gram flour, rice flour, red chili powder",vegetarian ,15,15,spicy,snack ,Gujarat,West
Masala Uttapam,"capsicum, rice batter, onion, tomato",vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Masala Vada,"chana dal, onion, curry leaves, spices",vegetarian,20,15,spicy,snack,Tamil Nadu,South
Masor Tenga,"fish, mustard oil, tomato",non vegetarian,20,25,tangy,main course,Assam,Northeast
Matar Paneer,"paneer, peas, tomato, milk",vegetarian,20,30,spicy,main course,Punjab,North
Matar Paneer,"paneer, peas, tomato, onion",vegetarian,20,30,spicy,main course,Punjab,North
Mawa Kachori,"khoya, flour, milk, dry fruits",vegetarian,30,25,sweet,snack,Rajasthan,North
Methi Chaman,"paneer, fenugreek leaves, butter, spices",vegetarian,20,25,spicy,main course,Kashmir,North
Mihidana,"gram flour, ghee, sugar syrup",vegetarian,25,20,sweet,dessert,West Bengal,East
Milk Cake,"milk, sugar, ghee",vegetarian,20,40,sweet,dessert,Haryana,North
Mishti Doi,"milk, sugar, yogurt culture",vegetarian,15,30,sweet,dessert,West Bengal,East
Mixed Vegetable Curry,"capsicum, carrot, beans, spices",vegetarian,20,25,spicy,main course,Delhi,North
Mochar Ghonto,"banana blossom, mustard oil, spices",vegetarian,25,35,savory,main course,West Bengal,East
Modak,"rice flour, ghee, coconut, jaggery",vegetarian,25,20,sweet,dessert,Maharashtra,West
Mohanthal,"milk, gram flour, sugar, ghee",vegetarian,20,35,sweet,dessert,Gujarat,West
Mohanthal,"gram flour, ghee, sugar",vegetarian,20,35,sweet,dessert,Gujarat,West
Moong Dal Appe,"moong dal, curry leaves, mustard seeds",vegetarian,20,15,savory,snack,Karnataka,South
Moong Dal Badi Curry,"moong dal, tomato, onion, spices",vegetarian,20,30,spicy,main course,Rajasthan,North
Moong Dal Barfi,"moong dal, sugar, ghee, milk",vegetarian,20,30,sweet,dessert,Uttar Pradesh,North
Moong Dal Bhajiya,"moong dal, onion, chili, oil",vegetarian,20,15,spicy,snack,Gujarat,West
Moong Dal Biryani,"moong dal, rice, spices, onion",vegetarian,20,35,spicy,main course,Hyderabad,South
Moong Dal Chaat,"moong dal, onion, tomato, lemon juice",vegetarian,15,0,tangy,snack,Delhi,North
Moong Dal Chilla,"moong dal, ginger, green chili, cumin",vegetarian,20,15,savory,breakfast,Rajasthan,North
Moong Dal Curry,"moong dal, onion, tomato, spices",vegetarian,15,25,spicy,main course,Maharashtra,West
Moong Dal Cutlet,"moong dal, potato, breadcrumbs, spices",vegetarian,20,15,savory,snack,Delhi,North
Moong Dal Dhokla,"moong dal, yogurt, ginger, green chili",vegetarian,25,20,savory,snack,Gujarat,West
Moong Dal Fry,"moong dal, onion, tomato, ghee",vegetarian,15,25,spicy,main course,Punjab,North
Moong Dal Halwa,"moong dal, ghee, sugar, milk",vegetarian,20,45,sweet,dessert,Rajasthan,North
Moong Dal Halwa,"moong dal, ghee, sugar, milk",vegetarian,20,45,sweet,dessert,Rajasthan,North
Moong Dal Handvo,"moong dal, rice, yogurt, spices",vegetarian,30,40,savory,snack,Gujarat,West
Moong Dal Idli,"moong dal, rice, salt",vegetarian,25,15,savory,breakfast,Tamil Nadu,South
Moong Dal Kachori,"moong dal, flour, spices, oil",vegetarian,30,20,spicy,snack,Rajasthan,North
Moong Dal Khaman,"moong dal, yogurt, ginger, green chili",vegetarian,25,20,savory,snack,Gujarat,West
Moong Dal Khichdi,"moong dal, rice, turmeric, ghee",vegetarian,15,25,mild,main course,Gujarat,West
Moong Dal Kofta,"moong dal, onion, spices, tomato gravy",vegetarian,25,35,spicy,main course,Punjab,North
Moong Dal Kosambari,"moong dal, cucumber, coconut, coriander",vegetarian,15,0,mild,salad,Karnataka,South
Moong Dal Laddu,"moong dal, ghee, sugar, cardamom",vegetarian,20,20,sweet,dessert,Madhya Pradesh,Central
Moong Dal Ladoo,"moong dal, ghee, sugar, cardamom",vegetarian,20,20,sweet,dessert,Rajasthan,North
Moong Dal Muthia,"moong dal, wheat flour, spices",vegetarian,25,20,savory,snack,Gujarat,West
Moong Dal Nimona,"moong dal, peas, spices, ghee",vegetarian,20,30,spicy,main course,Uttar Pradesh,North
Moong Dal Pachadi,"moong dal, coconut, yogurt, curry leaves",vegetarian,15,10,mild,side dish,Kerala,South
Moong Dal Pakora,"moong dal, onion, spices, oil",vegetarian,20,15,spicy,snack,Punjab,North
Moong Dal Paratha,"moong dal, wheat flour, spices, ghee",vegetarian,25,20,savory,breakfast,Punjab,North
Moong Dal Payasam,"moong dal, jaggery, coconut milk, cardamom",vegetarian,15,30,sweet,dessert,Kerala,South
Moong Dal Pithla,"moong dal, garlic, chili, spices",vegetarian,15,25,spicy,main course,Maharashtra,West
Moong Dal Poori,"moong dal, wheat flour, spices, oil",vegetarian,25,15,savory,breakfast,Uttar Pradesh,North
Moong Dal Pulao,"moong dal, rice, cumin, spices",vegetarian,15,25,savory,main course,Delhi,North
Moong Dal Rasam,"moong dal, tomato, tamarind, spices",vegetarian,15,20,spicy,soup,Tamil Nadu,South
Moong Dal Rice,"moong dal, rice, cumin, turmeric",vegetarian,15,25,mild,main course,Tamil Nadu,South
Moong Dal Sambar,"moong dal, vegetables, tamarind, spices",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Moong Dal Sheera,"moong dal, ghee, sugar, cardamom",vegetarian,15,25,sweet,dessert,Maharashtra,West
Moong Dal Soup,"moong dal, carrot, cumin, pepper",vegetarian,15,25,mild,soup,Delhi,North
Moong Dal Sundal,"moong dal, coconut, curry leaves, mustard seeds",vegetarian,15,20,mild,snack,Tamil Nadu,South
Moong Dal Tadka,"moong dal, onion, tomato, cumin",vegetarian,15,25,spicy,main course,Punjab,North
Moong Dal Thepla,"moong dal, wheat flour, fenugreek",vegetarian,20,15,savory,breakfast,Gujarat,West
Moong Dal Tikki,"moong dal, potato, spices",vegetarian,20,15,savory,snack,Uttar Pradesh,North
Moong Dal Upma,"moong dal, semolina, vegetables",vegetarian,15,20,savory,breakfast,Karnataka,South
Moong Dal Usal,"moong dal, onion, coconut, spices",vegetarian,20,25,spicy,main course,Maharashtra,West
Moong Dal Vada,"moong dal, onion, green chili, cumin",vegetarian,20,15,spicy,snack,Rajasthan,North
Motichoor Ladoo,"gram flour, ghee, sugar syrup",vegetarian,25,30,sweet,dessert,Uttar Pradesh,North
Mughlai Vegetable Curry,"Vegetables, almond, yogurt, cream",vegetarian ,20,35,spicy,main course,Delhi,North
Murgh Badami,"chicken, almond, cream, onion",Non-vegetarian ,25,40,spicy,main course,Mughlai,North
Murgh Makhani,"chicken, butter, milk, tomato",non vegetarian,25,40,spicy,main course,Delhi,North
Mushroom Bhuna,"mushroom, onion, tomato, spices",vegetarian,20,25,spicy,main course,West Bengal,East
Mushroom Biryani,"mushroom, rice, spices, onion",vegetarian,20,35,spicy,main course,Hyderabad,South
Mushroom Chaat,"mushroom, onion, lemon juice, spices",vegetarian,10,0,tangy,snack,Delhi,North
Mushroom Chettinad,"mushroom, coconut, pepper, spices",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Mushroom Chilli,"mushroom, capsicum, onion, sauces",vegetarian,20,20,spicy,starter,Delhi,North
Mushroom Coconut Curry,"mushroom, coconut milk, spices",vegetarian,20,25,mild,main course,Kerala,South
Mushroom Cutlet,"mushroom, potato, breadcrumbs, spices",vegetarian,20,15,savory,snack,Delhi,North
Mushroom Dhokla,"mushroom, gram flour, yogurt",vegetarian,25,20,savory,snack,Gujarat,West
Mushroom Do Pyaza,"mushroom, onion, butter, spices",vegetarian,15,25,spicy,main course,Punjab,North
Mushroom Do Pyaza,"mushroom, onion, tomato, spices",vegetarian,20,25,spicy,main course,Punjab,North
Mushroom Dosa,"mushroom, rice batter, spices",vegetarian,15,15,savory,breakfast,Karnataka,South
Mushroom Erissery,"mushroom, coconut, cumin, spices",vegetarian,20,25,mild,main course,Kerala,South
Mushroom Frankie,"mushroom, roti, onion, sauce",vegetarian,15,15,savory,snack,Maharashtra,West
Mushroom Fried Rice,"capsicum, mushroom, rice, soy sauce",vegetarian,15,20,savory,main course,Delhi,North
Mushroom Ghee Roast,"mushroom, ghee, red chili, spices",vegetarian,20,25,spicy,starter,Karnataka,South
Mushroom Ghugni,"mushroom, yellow peas, onion, spices",vegetarian,20,25,spicy,snack,West Bengal,East
Mushroom Gojju,"mushroom, tamarind, jaggery, spices",vegetarian,15,20,tangy,side dish,Karnataka,South
Mushroom Handvo,"mushroom, rice, lentils, yogurt",vegetarian,30,40,savory,snack,Gujarat,West
Mushroom Jalfrezi,"capsicum, mushroom, onion, spices",vegetarian,20,25,spicy,main course,Punjab,North
Mushroom Jhal,"mushroom, mustard paste, green chili",vegetarian,20,25,spicy,main course,West Bengal,East
Mushroom Kebab,"mushroom, spices, herbs, onion",vegetarian,20,15,spicy,starter,Delhi,North
Mushroom Kofta,"mushroom, gram flour, spices, gravy",vegetarian,25,35,spicy,main course,Punjab,North
Mushroom Korma,"mushroom, cream, onion, spices",vegetarian,20,30,mild,main course,Mughlai,North
Mushroom Kurma,"mushroom, coconut, spices, onion",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Mushroom Malai Curry,"mushroom, cream, onion, spices",vegetarian,20,30,mild,main course,West Bengal,East
Mushroom Matar,"mushroom, peas, onion, tomato",vegetarian,20,25,spicy,main course,Punjab,North
Mushroom Momos,"mushroom, flour, vegetables",vegetarian,25,20,savory,snack,Sikkim,East
Mushroom Muthia,"mushroom, wheat flour, spices",vegetarian,25,20,savory,snack,Gujarat,West
Mushroom Nilgiri Curry,"mushroom, mint, coriander, spices",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Mushroom Olan,"mushroom, coconut milk, curry leaves",vegetarian,15,20,mild,main course,Kerala,South
Mushroom Pachadi,"mushroom, yogurt, coconut, mustard seeds",vegetarian,10,10,mild,side dish,Kerala,South
Mushroom Pakora,"mushroom, gram flour, spices, oil",vegetarian,15,15,spicy,snack,Punjab,North
Mushroom Palya,"mushroom, curry leaves, mustard seeds",vegetarian,10,15,spicy,side dish,Karnataka,South
Mushroom Paturi,"mushroom, mustard paste, banana leaf",vegetarian,25,20,spicy,main course,West Bengal,East
Mushroom Pepper Fry,"mushroom, black pepper, onion, spices",vegetarian,15,20,spicy,starter,Tamil Nadu,South
Mushroom Pepper Masala,"mushroom, black pepper, onion, spices",vegetarian,20,25,spicy,main course,Tamil Nadu,South
Mushroom Poha,"mushroom, flattened rice, onion",vegetarian,10,15,savory,breakfast,Maharashtra,West
Mushroom Pulao,"mushroom, rice, onion, spices",vegetarian,15,25,savory,main course,Delhi,North
Mushroom Pulissery,"mushroom, yogurt, coconut, cumin",vegetarian,15,20,mild,main course,Kerala,South
Mushroom Rasam,"mushroom, tamarind, tomato, spices",vegetarian,15,20,spicy,soup,Tamil Nadu,South
Mushroom Roast,"mushroom, curry leaves, onion, spices",vegetarian,15,20,spicy,starter,Kerala,South
Mushroom Sambar,"mushroom, lentils, tamarind, spices",vegetarian,20,30,spicy,main course,Tamil Nadu,South
Mushroom Shorba,"mushroom, garlic, coriander, spices",vegetarian,15,20,spicy,soup,North India,North
Mushroom Soup,"mushroom, pepper, butter, herbs",vegetarian,15,20,mild,soup,Delhi,North
Mushroom Spring Roll,"mushroom, wrapper, vegetables",vegetarian,25,15,savory,starter,Delhi,North
Mushroom Stew,"mushroom, coconut milk, potato, spices",vegetarian,20,25,mild,main course,Kerala,South
Mushroom Stuffed Paratha,"mushroom, wheat flour, spices",vegetarian,20,15,savory,breakfast,Punjab,North
Mushroom Sukka,"mushroom, coconut, onion, spices",vegetarian,20,25,spicy,main course,Goa,West
Mushroom Thepla,"mushroom, wheat flour, fenugreek",vegetarian,20,15,savory,breakfast,Gujarat,West
Mushroom Thoran,"mushroom, coconut, curry leaves",vegetarian,15,20,mild,side dish,Kerala,South
Mushroom Tikka,"mushroom, yogurt, spices, onion",vegetarian,20,20,spicy,starter,Punjab,North
Mushroom Upma,"mushroom, semolina, curry leaves",vegetarian,10,20,savory,breakfast,Karnataka,South
Mushroom Uttapam,"mushroom, rice batter, onion",vegetarian,15,15,savory,breakfast,Tamil Nadu,South
Mushroom Wrap,"mushroom, tortilla, vegetables, sauce",vegetarian,15,15,savory,snack,Delhi,North
Mustard Egg Curry,"egg, mustard, onion, spices",non vegetarian,15,25,spicy,main course,West Bengal,East
Mustard Fish Curry,"fish, mustard, tomato, spices",non vegetarian,20,30,spicy,main course,Odisha,East
Mustard Prawn Curry,"prawn, mustard, coconut, spices",non vegetarian,20,30,spicy,main course,Odisha,East
Mutta Curry,"egg, coconut milk, onion, spices",non vegetarian,20,30,spicy,main course,Kerala,South
Mutta Roast,"egg, onion, tomato, spices",non vegetarian,20,25,spicy,main course,Kerala,South
Mutton Bhuna,"mutton, onion, tomato, spices",non vegetarian,25,60,spicy,main course,West Bengal,East
Mutton Biryani,"mutton, rice, onion, spices",non vegetarian,35,75,spicy,main course,Hyderabad,South
Mutton Cafreal,"mutton, coriander, green chili, spices",non vegetarian,30,55,spicy,main course,Goa,West
Mutton Chaap,"mutton, yogurt, spices, ghee",non vegetarian,30,60,spicy,main course,West Bengal,East
Mutton Changezi,"mutton, tomato, cream, spices",non vegetarian,30,60,spicy,main course,Delhi,North
Mutton Chettinad,"mutton, coconut, pepper, spices",non vegetarian,30,60,spicy,main course,Tamil Nadu,South
Mutton Chop,"mutton, potato, spices",non vegetarian,20,15,spicy,snack,West Bengal,East
Mutton Curry,"mutton, onion, tomato, spices",non vegetarian,25,60,spicy,main course,West Bengal,East
Mutton Cutlet,"mutton, potato, breadcrumbs",non vegetarian,20,15,savory,snack,West Bengal,East
Mutton Dak Bungalow,"mutton, potato, onion, spices",non vegetarian,30,70,spicy,main course,West Bengal,East
Mutton Do Pyaza,"mutton, onion, tomato, spices",non vegetarian,25,60,spicy,main course,Punjab,North
Mutton Frankie,"mutton, roti, onion, sauce",non vegetarian,15,15,savory,snack,Maharashtra,West
Mutton Ghee Roast,"mutton, ghee, chili, spices",non vegetarian,25,45,spicy,main course,Karnataka,South
Mutton Gushtaba,"mutton, yogurt, spices",non vegetarian,35,75,mild,main course,Jammu and Kashmir,North
Mutton Harissa,"mutton, wheat, spices",non vegetarian,40,120,savory,main course,Jammu and Kashmir,North
Mutton Ishtu,"mutton, coconut milk, potato",non vegetarian,25,60,mild,main course,Kerala,South
Mutton Jalfrezi,"mutton, capsicum, onion, spices",non vegetarian,25,50,spicy,main course,Punjab,North
Mutton Kadai,"mutton, capsicum, onion, spices",non vegetarian,25,50,spicy,main course,Punjab,North
Mutton Kathi Roll,"mutton, paratha, onion, sauce",non vegetarian,15,15,savory,snack,West Bengal,East
Mutton Keema,"mutton, onion, tomato, spices",non vegetarian,20,40,spicy,main course,Delhi,North
Mutton Kheema Pav,"mutton, onion, spices, pav",non vegetarian,20,40,spicy,snack,Maharashtra,West
Mutton Korma,"mutton, almond, yogurt, onion",Non-vegetarian ,30,60,spicy,main course,Uttar Pradesh,North
Mutton Korma,"mutton, yogurt, milk, onion",non vegetarian,30,60,spicy,main course,Uttar Pradesh,North
Mutton Korma,"mutton, yogurt, onion, spices",non vegetarian,30,65,mild,main course,Uttar Pradesh,North
Mutton Kosha,"mutton, onion, tomato, spices",non vegetarian,30,70,spicy,main course,West Bengal,East
Mutton Momos,"mutton, flour, onion, spices",non vegetarian,25,20,savory,snack,Sikkim,East
Mutton Nihari,"mutton, onion, spices",non vegetarian,40,120,spicy,main course,Delhi,North
Mutton Pakora,"mutton, gram flour, spices",non vegetarian,15,15,spicy,snack,Punjab,North
Mutton Pepper Fry,"mutton, black pepper, onion, spices",non vegetarian,20,40,spicy,starter,Tamil Nadu,South
Mutton Pulao,"mutton, rice, onion, spices",non vegetarian,25,50,spicy,main course,Delhi,North
Mutton Qorma,"mutton, yogurt, onion, spices",non vegetarian,30,65,mild,main course,Hyderabad,South
Mutton Rezala,"mutton, yogurt, cashew, spices",non vegetarian,30,60,mild,main course,West Bengal,East
Mutton Rista,"mutton, spices, yogurt",non vegetarian,35,75,spicy,main course,Jammu and Kashmir,North
Mutton Roast,"mutton, onion, tomato, spices",non vegetarian,25,60,spicy,main course,Kerala,South
Mutton Rogan Josh,"mutton, yogurt, onion, spices",non vegetarian,30,60,spicy,main course,Jammu and Kashmir,North
Mutton Seekh Roll,"mutton, paratha, onion, sauce",non vegetarian,20,15,savory,snack,Delhi,North
Mutton Sheekh Kebab,"mutton, spices, herbs",non vegetarian,25,20,spicy,starter,Uttar Pradesh,North
Mutton Shorba,"mutton, coriander, spices",non vegetarian,25,40,spicy,soup,Kashmir,North
Mutton Soup,"mutton, pepper, herbs",non vegetarian,20,35,mild,soup,Delhi,North
Mutton Stew,"mutton, coconut milk, potato, spices",non vegetarian,25,60,mild,main course,Kerala,South
Mutton Sukka,"mutton, coconut, onion, spices",non vegetarian,25,45,spicy,main course,Karnataka,South
Mutton Varuval,"mutton, curry leaves, spices",non vegetarian,25,45,spicy,starter,Tamil Nadu,South
Mutton Vindaloo,"mutton, vinegar, chili, spices",non vegetarian,30,60,spicy,main course,Goa,West
Mutton Xacuti,"mutton, coconut, chili, spices",non vegetarian,30,60,spicy,main course,Goa,West
Mutton Yakhni,"mutton, yogurt, fennel, spices",non vegetarian,30,70,mild,main course,Jammu and Kashmir,North
Mysore Pak,"gram flour, ghee, sugar",vegetarian,15,25,sweet,dessert,Karnataka,South
Namak Para,"flour, ghee, salt",vegetarian,15,20,salty,snack,North India,North
Nargisi Kofta,"egg, minced meat, onion, spices",non vegetarian,30,40,spicy,main course,Mughlai,North
Navratan Korma,"Vegetables, paneer, almond, cashew",vegetarian ,25,35,mild,main course,Mughlai,North
Navratan Korma,"vegetables, paneer, milk, cashew",vegetarian,25,35,mild,main course,Mughlai,North
Navratan Korma,"capsicum, vegetables, cream, spices",vegetarian,25,35,mild,main course,Mughlai,North
Neyyappam,"rice flour, ghee, jaggery, banana",vegetarian,20,20,sweet,snack,Kerala,South
Neyyappam,"banana, rice flour, jaggery, ghee",vegetarian,20,20,sweet,snack,Kerala,South
Nolen Gurer Payesh,"rice, milk, ghee, date palm jaggery",vegetarian,15,40,sweet,dessert,West Bengal,East
Obbattu,"chana dal, ghee, jaggery, flour",vegetarian,30,30,sweet,main course,Karnataka,South
Obbattu,"chana dal, jaggery, flour, ghee",vegetarian,30,30,sweet,main course,Karnataka,South
Palak Paneer,"paneer, spinach, milk, spices",vegetarian,20,30,spicy,main course,Punjab,North
Palak Paneer,"paneer, spinach, cream, spices",vegetarian,20,30,spicy,main course,Punjab,North
Panchmel Dal,"chana dal, moong dal, urad dal, spices",vegetarian,20,30,spicy,main course,Rajasthan,North
